content,toxic
do an nhu chua nau chin,0
Chuyên môn kém mà cứ thích thể hiện,1
"Cmm, nhái Liên Quân mà dở thế!",1
"Cơm quê giá cổng trời, ăn xong hết ví 😭",0
Thời gian rèn luyện bản thân cũng đáng giá mà,0
Tôi ngưỡng mộ sự kiên trì của bạn,0
Cười giả trân nhìn phát ngứa mắt,1
tôi nhớ hồi xưa coi xong còn ghi âm giọng bắt chước,0
Video review không khách quan,0
Nội dung không thu hút người xem,0
dễ thương gì đâu á,0
Tôi chưa hài lòng với thái độ phục vụ,0
đùa thôi chứ cap hay đó,0
Bạn có clip review chi tiết không?,0
"Hài hước ghê, phá ngai vàng mà tỉnh bơ luôn",0
Tài khoản sub nhưng xem như tra tấn,1
ko co gi moi me,0
cười không ngậm được mồm 🤣,0
xe may chay nguoc chieu nhieu qua,0
Nên nhìn nhận đa chiều hơn,0
cottagecore,0
Thích thể hiện mà không biết xấu hổ,1
menu nhieu nhung nhieu mon het,0
Thấy bạn nói thôi đã muốn nôn rồi,1
cái bàn học này để check in là chính,0
cai anh do nhin ma muon unlike fanpage ngay!,1
"Không ấn tượng lắm, cần cải thiện thêm",0
Vừa cười vừa cảm động luôn á trời,0
Chờ thông tin tiếp theo,0
thề luôn nhìn vậy ai mà chịu nổi,0
Bạn giới thiệu dòng sản phẩm này đi,0
Chỉ biết nói tục như thường lệ,1
"An ninh lăng yếu kém, cần thay đổi",0
"Không phô trương, chỉ tập trung vào giá trị thực",0
Blew my mind! Thổi bay tâm trí,0
Game này mất cân bằng kinh khủng,0
Chọn nhạc hợp quá trời luôn,0
cảm giác trường người ta khác hẳn,0
"Tâm thần thì nhốt vô viện, thả ra làm gì",0
xe container chay cat dau,0
Người đâu gò má cao sát chân mày,1
Đặt hàng xong như mất tích luôn,1
Chat question mà không bao giờ trả lời,1
Thằng ngu! Không biết gì mà nói,1
cảm ơn clip đã chữa lành cả ngày dài,0
"Xàm quá, phí mấy phút cuộc đời",1
"LOL, cười muốn chết với video này",0
em tình nguyện nhập viện chỉ cần gặp anh,0
nuoc cham nha lam,0
Có thêm niềm tin vào cuộc sống rồi đó,0
bệnh chưa kịp hết mà tình yêu đã bắt đầu,0
may co biet cai body do nhin xau xi ra sao?,1
"Làm video không có nội dung, chỉ ngồi xem ké",1
One more episode syndrome,0
Sản phẩm hoạt động không ổn định,0
Video này giống hệt clip hôm qua,0
Clip này nhiều quảng cáo quá,0
cai chan may cong queo ma cung dam khoe a?,1
Chịu không nổi cái kiểu sống hai mặt,1
cam thay met moi moi lan ra duong,0
người ta bán vậy là đúng giá trị rồi,0
Không phù hợp với nhu cầu của tôi,0
Bạn dùng app gì edit video thế?,0
Forever alone club,0
Bị lỗi phần mềm khi cài đặt,0
Đúng kiểu hám fame,1
Không hài lòng với tốc độ ship,0
Video tệ nhất từng xem luôn đó,1
"Nhìn clip mà xót quá, thương anh",0
"Ngáo đá chứ tâm thần gì, nhìn cái mặt là biết liền",1
Liên hệ qua đâu?,0
k thich lam,0
may co biet cai mat mun do nhin muoi mat khong?,1
dep trai qua,0
Spoiler alert! Cảnh báo,0
Bạn thấy màu nào hợp nhất?,0
cơm 110k nhìn vậy tui nấu ở nhà 15k đủ no,0
Sản phẩm còn màu nào khác không?,0
Chơi game mà backseat gaming từ chat,1
Biết mình sai mà còn bào chữa,1
Ảnh check-in mà không được mời,1
clip này là gu mình nè,0
Sản phẩm này có khuyến mãi gì không?,0
xem xong mới thấy mình cần chậm lại,0
ai đó làm ơn cho xin full video đi,0
"Đi xe máy sáng nay rét run, mùa hè đâu mất",0
video nay duoc quay bao nhieu phut?,0
Không còn niềm tin với shop,0
"Phá di sản quốc gia mà thoát, bất công quá",0
"Như phim bom tấn, chất xĩu!",0
mỗi lần nghe nhạc quân đội là xúc động liền,0
may co biet cai body do nhin xau xi ra sao?,1
"bot nhieu, nhan it",0
Chúc bạn sớm khỏe lại nhé,0
Bảo hành hư tìm đâu ra shop,1
Chỉ biết đi gây sự với thiên hạ,1
Không load được hình,0
Tui single mà xem cái này buồn vcl,0
Cấm app không giải quyết được gốc rễ vấn đề,0
lúc đầu tưởng vui ai ngờ toxic nhẹ,0
một phút cho những người hay bị trêu giọng,0
cần thêm dàn đèn sân khấu là xong,0
may nghi may noi gi cung dung tren fb nay ha?,1
ADC mà damage như tickle,1
Aperture bao nhiêu?,0
Tình huống này không ai đỡ nổi,0
Hàng tệ mà giá như vàng ròng,1
mỗi lần cảm xúc dồn nén là mở clip kiểu này xem,0
y2k aesthetic,0
Happy new year! Chúc năm mới vui vẻ,0
Shop lừa đảo mà còn làm ngơ,1
di xe ban dem rat nguy hiem,0
edit loi wa troi,0
Nhái Liên Quân à? Tuổi gì so với bản gốc!,1
Giá hơi cao so với chất lượng,0
do an man muon khoc,0
may gio,0
Chờ mãi chẳng có gì hay ho,0
Mấy ông mạnh thường quân cho xin info giúp anh này đi,0
Camera nào vậy bạn?,0
Chỉ khổ mấy người tin lời,1
"video nay khong co am thanh, chi hinh thoi ha?",0
ko giu dc nguoi xem,0
Xem clip này hơi phí thời gian,0
may nghi may la hotface ma cu comment khap noi a?,1
cmt cho vui chu clip te thiet,0
Có tiếng mà không có tâm,1
"banh can cu, hoi hoi",0
"Video này đỉnh quá, tiếp tục phát huy nha!",0
Sản phẩm này dễ tìm mua không bạn?,0
co ve k thu vi lam,0
Demolished the competition,0
"Cần thêm thông tin, giải thích thêm!",0
Không thấy hào hứng gì cả,0
may nghi may noi gi cung dung tren fb nay a?,1
cai status nay nhin la biet khong co chat xam!,1
càng đọc càng thấy cap thâm sâu,0
Chúc hai bạn hạnh phúc bên nhau,0
Giao hàng chậm như rùa bò,1
Update xong chơi chán hơn trước,0
sao may cu thich di noi xau nguoi khac tren fb?,1
mới từ vd hoa phan ăn cốc qua đây,0
"Đã nghèo còn đẻ, đúng là hết nói",1
cả 2 đều có Ny và Ny cả 2 đang ngồi kế nhau=))),0
"Cơm quê giá cổng trời, ăn xong nhớ đời 😅",0
noi nhanh nhu gió,0
Ve chắc nghĩ: hè này nghỉ việc :))),1
"Đội bảo vệ lăng làm ăn kiểu gì, đuổi việc hết đi",0
nụ cười này làm người ta xao xuyến á,0
Khi doanh nghiệp tử tế thì xã hội sẽ tốt lên thôi,0
Chưa nhận được hóa đơn mua hàng,0
nếu là phim ngắn chắc cũng đoạt giải,0
Shop chỉ biết hút máu khách hàng,1
cai clip nay nhin ma chi muon tat ngay luon!,1
Sản phẩm này có phù hợp với người lớn tuổi không?,0
Nhìn bạn đi ăn chắc gãy cả ghế,1
may nghi cai voc dang xap xe do la hot trend a?,1
mình học lớp không ai nói chuyện luôn,0
Appreciate it! Cần lắm,0
Bạn quay video này bằng điện thoại gì vậy?,0
"An ninh lỏng lẻo quá, cần sa thải hết đội bảo vệ đi",0
tui cười xong phải đi lau nước mắt,0
"còn miếng nào nữa hong, mai em lên ĐL coi saoo",0
hinh nhu co j do k dung,0
Cư xử vậy mới là đẳng cấp,0
mọi người đọc cap rồi tag người yêu cũ vô kìa,1
Cho xin thông tin hỗ trợ anh này với,0
Video này hay quá! Cảm ơn bạn đã chia sẻ,0
Bạn dùng app gì để edit video?,0
"An ninh yếu quá, cần cải thiện ngay",0
xe khach thi don tra tu do,0
Streamer này chỉ biết câu view,1
dress for the job you want,0
mấy người lồng tiếng xứng đáng được vinh danh,0
Review mà chẳng có tâm gì cả,1
sao may khong biet minh dang noi nham gi vay?,1
Legendary! Huyền thoại,0
duong qua hep cho luong xe lon,0
"Camera xịn vãi, bao nhiêu tiền?",0
Cũng được,0
ace,0
cái mặt nói lên tất cả,0
ko bat kip trend,0
vùng nào cũng có đặc sản văn hóa riêng mà,0
Nói chuyện chẳng có gì hay ho,1
ngày nào cũng chờ đến giờ chiếu phim,0
Chỉ là góp ý thôi,0
mình có cảm giác như bị bỏ rơi bởi mạch truyện,0
may co nghi cai status nay nhin ngu ngoc ra sao khong?,1
Đổi trả như xin ơn huệ,1
Bạn có thể làm video hướng dẫn chi tiết không?,0
Tôi không đồng tình với ý kiến trên,0
Marksman mà damage output thấp hèn,1
cai cach may viet status nhin la biet thieu muoi!,1
kem bi chay het khi nhan,0
Giao hàng sai màu sai size hoài,1
giảng viên chắc cũng rối trí luôn,0
Cần thêm video test thực tế,0
Good things take time,0
mọi người nên cảnh giác và chia sẻ thêm thông tin,0
cai anh do nhin ma muon report ngay va luon!,1
Ăn cơm quê mà giá như đi du lịch Dubai 😭,0
Bạn thấy cách đóng gói hàng có tốt không?,0
Stream quality tệ mà còn kêu viewer nâng cấp,1
Tấm gương sáng luôn á,0
thanks b da share,0
"Xúc động qué, t khóc lun!",0
"Thương ông này thiệt, chắc bệnh nặng lắm mới làm vậy",0
Ý tưởng hay nhưng thực hiện chưa tốt,0
Shop bán hàng nhái mà giá như hàng thật,1
may co biet cai status nay nhin re tien the nao?,1
không biết sao mà cười hoài không chán,0
"Cần thêm info về phần này, bạn ơi",0
đôi khi không cần quá lời để cảm nhận,0
tra sua khong co sua,0
Kiting như đứng im,1
Không nên đánh giá quá sớm,0
Ngu như bò,1
lỡ vật lí xong mất luôn thì sao💀,0
bạn mình mới chia tay mà tôi tag nó vô đây đúng không sai,1
Bạn ơi nhờ quốc khánh đổi chỗ tui với=)))),0
Chưa đủ ấn tượng để follow,0
Stream mà webcam như khoai tây,1
wotd,0
tag ny vô mà ny không thèm rep là hiểu rồi đó,0
Không liên quan mà vẫn thích nhảy vào,1
"Chúc bạn thi đỗ, cố lên!",0
Hình ảnh sản phẩm không sát thực tế,0
may nghi may la hotface ma di comment khap noi a?,1
may nghi may la hot trend ma cu khoe tren fb?,1
Sắp tới có sự kiện gì không mọi người?,0
Streamer ngu như heo mà cũng có fan,1
đây là định nghĩa mới của vật lý trị liệu,0
Viewer dedication mà take for granted,1
"Đóng gói sơ sài, hàng bị móp",0
Tôi sẽ cân nhắc sau khi xem clip,0
Poke damage như gãi ngứa,1
cai bung may to the ma cung tu tin khoe a?,1
Làm video kiểu này nhàm quá rồi,0
Phát ngôn nghe chói tai thật,1
Bạn từng gặp lỗi này chưa?,0
quán sống nhờ review chứ không nhờ chất lượng,0
Comment toxic trên post người khác,1
"Không thấy hay lắm, bình thường thôi",0
noi loan xa,0
"Trên đời này em nể mỗi chị , vừa xinh vừa khéo tay",0
co ai biet cong thuc nuoc cham nay khong?,0
Mặt dày tới mức không cảm nổi,1
Tui single mà xem cái này buồn ghê,0
ko hieu dang noi cai gi lun,0
Bạn đăng video vào thứ mấy vậy?,0
Nội dung nhạt nhẽo mà cũng đòi làm YouTuber,1
Ảnh fake filter quá đỗi,1
Hỗ trợ bảo hành lâu quá,0
Phong cách viết hơi khô khan,0
mình thấy nên tôn trọng nhau hơn,0
Yêu cầu anh Huy làm thêm clip cơm quê 😎,0
"Cuộc sống khó khăn thế này, ai giúp được thì giúp anh ý",0
act as if,0
Healing video! Tâm hồn thanh thản,0
tai xe di ngu gat,0
duong ray tau khong co rao chan,0
Nhìn bạn thôi đã thấy cuộc đời bất công,1
Bạn chia sẻ chi tiết về chế độ bảo hành,0
Cứ tưởng nổi tiếng lắm,1
tra sua bi dong mang,0
may nghi post cai anh do len fb la ai cung khen ha?,1
Positioning như muốn chết,1
"xem hoài không chán, dễ thương thật",0
Nhìn là biết không có tương lai rồi,1
xem may lan ma van chang thay thu vi,0
xem vd\nđọc cap trên vd\nđọc cap\nnhăn mặt\nvô bl,0
Giao hàng sai mà còn cãi tại,1
clip nay co phai an cay challenge khong?,0
quá hợp lý luôn rồi còn gì nữa,0
Bạn có file pdf hướng dẫn không?,0
Nội dung cứ như copy lại,0
cap kiểu này dễ bị hiểu lầm ghê,0
Bình thường như mọi khi,0
cuộc sống trong quân đội rèn cho ta rất nhiều thứ,0
Không hài lòng với nội dung này,0
có ai thấy quen quen không :)),0
Good energy! Positive lắm,0
gây mê hay gây thương nhớ đây?,0
Shop block khách như phản ứng tự nhiên,1
món ăn bình dân mà giá sang chảnh,0
Bạn thấy độ bền sản phẩm này thế nào?,0
một pha gây mê không cần thuốc,0
Shop lừa đảo cấp thiên tài,1
Game có quá nhiều bug luôn,0
Xin stk để hỗ trợ anh này chút,0
Location check-in,0
Cơm quê mà giá như ở Dubai luôn 😭,0
Cơm quê mà giá này chắc bán ở bình nguyên vô tận 😅,0
ban co lam video nau an khong?,0
Shop này nên đóng cửa đi là vừa,1
Chưa dùng nên không biết,0
xem xong mà tim đập nhanh luôn,0
ko co thong diep ro rang,0
may co biet cai cach viet status do ngu the nao?,1
"Nói thì hay lắm, coi làm được gì không",0
Bạn update sản phẩm thường xuyên không?,0
Bài viết gây tranh cãi quá,0
grateful,0
Ảnh gym mà body không thay đổi,1
"bỏ qua mấy chuyện vùng miền đi, cười cho vui là được",0
Shop chỉ biết lấy tiền chạy,1
Donation mà spend như không care,1
Cái này truyền cảm hứng thật sự,0
t lại thấy dân mình hay vui tính thôi mà,0
mình cũng từng bị hiểu sai vì giọng nói,0
"Đm, video này rác vcl, xóa đi!",1
"mỗi vùng có cách sống riêng, không ai giống ai",0
Phản ứng đỉnh cao 👏,0
có ai cho mình số điện thoại đặt lịch không,0
duong lam xong roi van xoc,0
Viewer count thấp mà attitude cao,1
Giả nai thấy gớm,1
Có gì đâu mà cũng reaction cho cố vào,1
Chỉnh hiệu ứng hơi quá tay,0
Plot twist! Không ngờ,0
xem xong cảm thấy cuộc sống đáng sống hơn,0
so với chỗ khác thì vẫn rẻ chán,0
Càng nói càng lộ,1
nhiều người tag người yêu cũ lắm á cap này,0
Stream timing như người ngoài hành tinh,1
Jungle không biết objective,1
Cái thứ không ai ưa nổi,1
tim đập nhanh hơn cả lúc đau bụng,0
Clip này mất bao lâu để quay vậy?,0
nên dùng OTP chứ đừng lưu mật khẩu trên máy,0
Tui tưởng thời này không còn vụ chặn app nữa chứ,0
Chưa thấy ai tự tin với ngoại hình như bạn,1
clip hài nhưng gây hiểu nhầm thì phải coi lại,0
Đây là sản phẩm mới ra mắt đúng không?,0
Video này chưa đủ hấp dẫn,0
Nhân viên tư vấn như robot không não,1
thanh xuân như 1 ly trà...,0
cai anh do ma may cung dam lam avatar fb a?,1
Cái này đáng học hỏi thiệt sự,0
xem clip xong cần gọi cấp cứu vì tim loạn nhịp,0
"Chất vcl, b đỉnh số 1 lun!",0
"Đã nghèo còn đẻ, nghĩ sao nổi trời",0
Sản phẩm này giá thế nào bạn?,0
Exceeded expectations,0
Có hướng dẫn chi tiết không bạn?,0
co ai da thu mon nay chua?,0
Không hài lòng với cách điều hành game,0
Ăn cơm quê mà tưởng đang ở Dubai 😅,0
góc quay rất có tâm nha,0
"Đúng vibe tui luôn, yêu ghê!",0
mỗi người một khẩu vị thôi,0
"Wow, không ngờ bạn làm hay thế!",0
đúng là thanh xuân đáng giá nhất,0
Đặt mua mà bị giao thiếu phụ kiện,0
"Thương gia đình anh, cố gắng nhé",0
"Thương anh quá, xin stk để hỗ trợ chút đỉnh",0
video dai qua xem muon ngu,0
Tôi đồng tình với bạn 100%,0
Bạn có bản dùng thử không?,0
Clip không có điểm nhấn,0
noi chuyen ko co dau,0
Clip này tự quay hay lấy nguồn?,0
Hàng lỗi mà đổ lỗi cho khách,1
vcl,1
thach trong ly toan da,0
Nghe xong muốn tắt luôn điện thoại,1
Giá hiện tại là bao nhiêu vậy bạn?,0
Chỉ biết copy trend từ streamer khác,1
Xem stream này phí thời gian,1
ê tôi xem cậu nhiều tự nhiên thích con gái Đà Lạt ghê,0
Giao hàng muộn hơn dự kiến,0
giọng giống con nít ghê 😅,0
ai cần drama thì cap này dành cho bạn,0
Mấy kiểu này ra ngoài k dễ gặp đâu mà ở đây lại có hoài,0
Đầu to hơn cả người,1
Return policy như nào?,0
lần đầu tiên thấy bác sĩ khiến người bệnh run vì đẹp,0
phuot thu chay chan nhieu nguoi,0
ban quay tu may quay nao vay?,0
quân đội cho mình cái nhìn khác về cuộc sống,0
mỗi người mỗi nơi đều có nét đẹp riêng,0
Hành xử quá văn minh luôn,0
sao may cu thich di comment vo van hoa tren fb?,1
den xanh chua sang da bam coi,0
clip làm mình thấy yêu bản thân hơn,0
kịch bản hay ghê á nha,0
villain arc,0
Bạn thấy giá sản phẩm phù hợp chưa?,0
Không thích hiệu ứng này,0
Post nhiều mà like ít thảm hại,1
Để tui xem xét thêm nha,0
Shop treo đầu dê bán thịt chó,1
"Tóc thì bết dính, nhìn gớm thật",1
"Ngay trung tâm thành phố, ở quận 1, ngay phố đi bộ nha",0
"Trend này hot thật, bạn bắt kịp ghê",0
Follow nhiều mà follower ít,1
"Ngại giùm luôn, awkward quá!",0
do ngu,1
nghe tới 'dượng bầu' là thấy có gì đó sai sai,0
chất lượng không xứng đáng với giá tiền,0
"Doraemon không chỉ là phim, là cả thanh xuân",0
Chế độ bảo hành chưa rõ ràng,0
Cái cap hại cái chân mày,0
Never admit mistake,1
get ready with me,0
Không hiểu sao video này nổi,0
khong co bien bao ro rang,0
"Không sao, cứ tiếp tục nha",0
hợp túi tiền sinh viên luôn á,0
thg ngu! k biet gi ma ns,1
xem để nhắc mình rằng ai cũng có câu chuyện riêng,0
nói giọng mà cười xỉu luôn,0
Ê bà kia đẹp thiệt á 🥹,0
"Valentine tới, tui vẫn single pringle",0
Nhìn đi đứng nặng nề thấy thương,1
Tôi sẽ thử xem chất lượng ra sao,0
Chỉ xem được vài giây là chán,0
Thất vọng về chất lượng video,0
dcmm,1
Không thích cách làm video này,0
vừa nhẹ nhàng vừa dở khóc dở cười,0
Nội dung hơi bị nhàm,0
Không có nội dung rõ ràng,0
Nhạc nền che hết lời thoại rồi,0
Nội dung này đỉnh của chóp luôn!,0
No teamwork chỉ biết solo,1
giá này mình thấy hợp lý mà,0
Cho bố mày cái địa chỉ,1
cai mat may mun the ma cung dam post story a?,1
Sản phẩm bị lỗi từ khi nhận,0
"Video mờ, chất lượng thấp",0
Sản phẩm này có bảo hành chính hãng không?,0
Nhân vật cân bằng kém quá,0
Chơi mãi vẫn gặp lỗi giật lag,0
Thời tiết kiểu này chắc mai lại nóng,0
chị xinh như tiên giáng trần vậy đó,0
Không có gì đặc biệt để lại ấn tượng,0
"Tâm thần sao tự đi được tới đó, nghi lắm",1
sao may cu mac do bo voi cai voc dang xau do?,1
"Ghét qué, content nì cringe vcl!",0
Tag brand mà không được sponsor,1
"Mặt cứ đơ đơ, phản ứng lố bịch",1
"từng bị trêu vì giọng quê, nên hiểu cảm giác",0
sao may cu thich di noi xau nguoi khac tren fb?,1
ba: ba k có bạn\ncon: để con kiếm bạn cho ba😂,0
Haha đúng vậy! Funny lắm,0
duong lam moi xong da xuong cap,0
Nội dung quá nhạt,0
"Chúc bạn mau khỏe, keep strong!",0
có ai muốn đổ bệnh không?,0
Xem vài giây là chán,0
"Đồ rác rưởi, đừng đăng nữa",1
Mày đúng là không đáng để người ta quan tâm,1
sns king,0
mình nghĩ ai cũng nên suy nghĩ kỹ khi comment,0
sao may cu thich di drama voi nguoi khac tren fb?,1
Shop block khách thay vì xin lỗi,1
"Clip anh Huy vui, xem xong muốn ăn cơm quê 😄",0
phải chăng đây là ẩn dụ cuộc sống?,0
First world problems,0
Không thấy gì hài hước như mọi người nói,0
Đã thử nhưng không hiệu quả,0
ban dung micro gi ma ro vay?,0
ăn xong ra quán khác ăn tiếp mới đủ,0
Bạn thấy chất lượng ổn không?,0
nguoi di xe may khong doi mu bao hiem,0
Làm clip chỉ để câu donate à?,1
Post ảnh party mà một mình,1
sao may dam khoe cai body te hai do tren fb?,1
Nói như đúng rồi luôn,1
"Hài vl, chắc nghĩ mình là vua triều Nguyễn",0
Chân voi mà cứ thích khoe chân dài,1
Chơi mãi không lên rank nổi,0
cai clip livestream do nhin ma buon cuoi thiet!,1
Mặt lúc nào cũng bóng nhẫy như chảo dầu,1
Bạn có thể tư vấn kỹ hơn không?,0
banh xeo toan dau,0
ăn xong thấy đáng đồng tiền luôn,0
clip kiểu này làm mình muốn học dựng phim,0
cảm giác y như hồi xưa vậy á,0
video doi thuong,0
Selfish player không care team,1
motd,0
cau vuot da xuong cap,0
chỉ là bạn thôi mà sao đọc cap thấy lạ lạ,0
"Trend này hot vãi, bạn bắt trend đỉnh!",0
"Cơm quê vắt khô, view thì cứ lên đều 😎",0
Chưa thấy điểm khác biệt với sản phẩm cũ,0
sao cái cap lại giống chuyện tui dữ vậy,0
Tôi vừa bị spoil rồi!,0
"Đỉnh của chóp, bạn là huyền thoại!",0
Giao hàng sai địa chỉ,0
Thấy anh Huy giống nhân viên quán cơm dượng bầu 😆,0
Bạn đã từng mua ở đây chưa?,0
tôi tình nguyện nằm viện luôn cũng được,0
"Xạo quá, đừng có đăng tin fake nha",0
Không có thông báo khi có bản cập nhật,0
"Link tải ở đâu vậy, chỉ tui với!",0
"Tâm thần sao tự đi được tới lăng, nghi lắm",1
Tank engage như tự tử,1
cơm 110k mà ăn xong vẫn đói thì thua,0
Stream mà mic như nuốt đá,1
Tim tui tan chảy vì nội dung này,0
đẹp quá đi mất thôi,0
Cooldown tracking = 0,1
mặt bằng ở Q1 mắc thì bán online đi chớ,0
cai body do ma may cung dam khoe tren fb story?,1
Slow down a bit,0
Mát thế này đi dạo Hồ Gươm là hết ý,0
sao may dam khoe cai body lo xuong do tren fb?,1
Tùy bạn thôi,0
an xong khat nuoc vi man,0
Ủa cái cap nghe quen quen nha,0
On the edge of my seat,0
plot armor,0
Bắc giang chỗ t k có vải đâu cmay ơi,0
xe taxi chay lum xum,0
trứng công nghiệp chiên mà giá như bò Kobe,0
Trope này cũ rồi,0
Nội dung chưa rõ ràng lắm,0
Cần xác nhận lại thông tin giao hàng,0
ko co y nghia gi het,0
tưởng troll ai ngờ troll mình,0
clip co thoi luong bao nhieu?,0
Priorities? I don't know her,0
phuc vu mat lanh nhu tien,0
"Đúng là miệng thì thánh thiện, tay thì tội lỗi",1
Cringe quá! Không chịu được,0
Masterpiece! Kiệt tác,0
Hệ thống matchmaking thật tệ,0
Thích cái vibe này ghê,0
"Video cắt ghép chưa mượt, hơi khó xem",0
giỡn vùng miền mà người khác tổn thương thì không ổn,0
Hàng về như rác thải công nghiệp,1
Doraemon❌️Đô mon✅️,0
Chỉ giỏi copy rồi nói nhảm,1
giọng chị này gắn liền với cả thanh xuân tôi,0
Không khuyến khích mua sản phẩm này,0
cl,1
sao may cu khoe cai voc dang te hai do tren fb?,1
Bảo vệ lăng chắc đi chơi nên ko thấy,0
giọng nhân vật nào cũng có nét riêng,0
Làm content như này là xúc phạm người xem,1
cap mà như lyric nhạc luôn á,0
Video nhìn thiếu chuyên nghiệp,0
may co biet cai cach an mac do nhin re tien?,1
từ ngày có tiktok học đường lên đời thiệt,0
clip làm mình cười không ngớt,0
may co biet cai eo to nhu cai lu do te sao?,1
Warrior mà không dám đánh,1
Bạn từng bảo hành sản phẩm chưa?,0
"Ngồi lên ngai vàng xong phá, chắc nghĩ mình là Tôn Ngộ Không",0
Bạn là idol của tôi,0
"Ngầu vãi, respect bạn luôn!",0
Tự biên tự diễn giỏi thật,1
Hàng về không giống ảnh tí nào,1
Không thích cơ chế mới trong game,0
Đừng vội tin mấy thông tin lan truyền,0
Sản phẩm này dùng ổn không mọi người?,0
Có thể hỗ trợ mình không?,0
order ve mo ra thay bi doi mon,0
Đặt mua online như đánh bạc,1
Quán cơm quê này chắc nằm trên sao Thủy 😆,0
sao may khong biet minh dang lam tro tren fb?,1
LOL! Hài quá bạn ơi,0
Ủa vậy là mình không nên đánh giá qua vẻ ngoài hả?,0
K có người trong ngân hàng tiếp tay thì bố hacker cũng chịu,0
Mày bị gì mà post mấy cái này?,1
no dung lap di lap lai,0
"Âm thanh rè, nghe không rõ",0
Game này đồ họa không đẹp như trailer,0
Không hiểu sao còn ai xem,1
"Nhìn anh đứng mà xót, thương",0
before and after,0
Video này đúng chữa lành tâm hồn,0
Adrenaline rush! Máu sôi,0
Diễn sâu quá rồi đó,1
"Thôi cho ông này vô bệnh viện tâm thần đi, thả ra nguy hiểm xã hội",0
Cằm đôi mà vẫn tự tin khoe góc nghiêng,1
Cơm quê mà giá này chắc bán ở Dubai 😭,0
cảm giác bị lừa nhẹ khi bước vô quán,0
"Chúc năm mới zui, phát tài nha!",0
Pick tướng mà không biết chơi,1
Ảnh beach mà pose như tượng đài,1
Privileged much?,0
Đã ai thử chưa nhỉ?,0
Dượng bầu vắt view cơm quê tới cạn rồi 😂,0
Sản phẩm kém bền,0
ko co y nghia,0
"Cô ơi, cơm quê mà giá siêu xe hả? 😭",0
đây là kiểu clip khiến người ta im lặng sau khi xem,0
Vid nì đúng kiệt tác lun á!,0
mọi người bình tĩnh nha đừng gây war,0
glass skin,0
poser,0
Xem xong chẳng nhớ gì,0
nhạc nền nghe thấm ghê,0
bắt khoảnh khắc đỉnh thật sự,0
Ai rảnh thì inbox tôi,0
hồi nhỏ hay tưởng tượng mấy cảnh kiểu này,0
bác sĩ kiểu này chắc gây tai nạn vì quá cuốn hút,0
do an nay ban tu nau ha?,0
Bạn thấy giá như vậy ổn không?,0
"Không màu mè, chỉ tập trung vào chất lượng",0
Update mới làm game tệ hơn hẳn,0
Relax! Đừng stress,0
sao may cu thich di cong kich nguoi khac tren fb?,1
Có mặt bạn trên đời đúng là dư thừa,1
Mua rồi mới biết không đổi trả được,0
"Người thì lùn, mặc gì cũng không đẹp nổi",1
Ping spam như điên,1
Hình ảnh đẹp quá! Like ngay,0
may nghi may noi gi cung hay tren fb nay a?,1
cái cap như đang nói thẳng vào mặt mình vậy đó,0
Tôi cũng mới mua gần đây,0
Dượng bầu vắt view tới cạn luôn rồi 😂,0
"Spam cmt hoài, mệt vcl!",0
rất cần những nội dung như vậy,0
"Khoe khoang nhiều quá, mệt thật!",0
coi mà mắc cười muốn xỉu,0
bình luận này làm mình thấy không thoải mái,0
gây mê bằng ngoại hình có thật á mọi người,0
"Hình không load được, check lại đi",0
"clip hay quá, ai cũng nên xem",0
Đúng kiểu vô duyên không ai bằng,1
t nghi can cai thien them,0
Cho xin stk anh này để hỗ trợ,0
Love story này sweet quá,0
"Bình thường quá, không đặc sắc",0
Mua hàng như mua bực mình,1
"Bảo vệ lăng làm ăn kiểu gì, đuổi hết đi",0
Đúng kiểu thích gây chú ý,1
Bạn đánh giá sao về tổng thể sản phẩm?,0
mọi người ơi đừng cap kiểu vậy nữa mà,0
Dễ thương quá đi mất,0
coming of age,0
Xem mà muốn ói,1
Bạn đã dùng lâu chưa?,0
Bạn quay video ở đâu vậy?,0
Tôi cảm thấy hơi thất vọng,0
Bạn thấy sản phẩm dễ bảo trì không?,0
Cần thông tin khuyến mãi,0
dạ em xin link đồ,0
Không hổ danh là best moment,0
nhiều người cứ thích chê cho vui,0
"lag may lan, ko xem dc",0
Cảm xúc dâng trào luôn đó,0
Có nhận ship tỉnh không shop?,0
"Nội dung chất lượng, tui mê luôn!",0
Nhận hàng như nhận phế liệu,1
trông chill quá trời luôn,0
tui lồng thử mà không giống gì hết luôn á,0
thấy nghệ sĩ quảng cáo là biết nên cẩn thận rồi,0
cai video do ma may cung dam share len fb a?,1
ship cham 1 tieng,0
Lose condition cũng không biết,1
"Tâm thần mà biết đường vô phá ngai vàng, giỏi ghê ha",1
Hỏi thì trả lời như ban phát,1
Chất lượng video chưa tốt lắm,0
street style,0
có thêm kiến thức để tự bảo vệ mình,0
Bạn review hộp sản phẩm đi,0
Ve chắc hoang mang: hè đâu mà kêu :))),1
Mọi người share stk anh này nha,0
Hàng nhái 100% mà bảo chính hãng,1
"banh beo toan bot, khong co tom",0
chị này đã xinh mà còn tửng tửng sao á .chắc do ở Đà Lạt đó trời,0
Không thấy hay như mọi người nói,0
Easter egg! Tìm được rồi,0
wtf,1
Comment drama dưới post người khác,1
