content,toxic
Cụ khoẽ lắm chúc mừng cụ con nghĩ bài quyền này gọi là: Ngọc trãng quyền,0
"Cái giá của sự trưởng thành nó lớn lắm, thay vào đó là sự cô đơn, lo toan, va những suy nghĩ muốn thực hiện ngay và liền nhưng không đc:((",0
Thay chua cai nay la kh ng do chui ngt hay qua ha con dam noi chi ba keu may chui thi chui dung do thua ngt.may LA qua bao toi roi nhanh lam....,0
Dm anh xấu vl. Mé,1
đc thầy ơi,0
Cc  3 m,0
"Hà Nguyễn Khánh Duy Gái Nhật đi tàu đi ngầm nó ngứa mu quá, lấy tay móc gãi tỉnh queo. Nhìn ghê lắm kìa",1
Sáng tạo vãi lồn :3,0
Yêu tất cả anh em ❤️,0
"ông anh mới đi Sing về kể, sự khác biệt cơ bản nhất là nv sân bay Changi thì luôn tươi cười vui vẻ, còn nv TSN thì như cái mền :v",0
Mẹ đang bận đi ỉa lại gọi đi khét quất,1
Hóng,0
Hình như thằng Mỹ ko thiếu nợ thì phải. Tất cả các nước đang nợ Mỹ. Mỹ vô địch. I love you,1
Đất nước việt nam bây giờ giống như trung quốc hồi cách mạng văn hóa quá. Bệnh thành tích và gia đình trị con ông cháu cha đưa lên.bất tài vô dụng tham nhũng chảy máu chất xám lừa dân. Tức nước vỡ bờ sớm muộn chúng nó cũng bán rẻ đất nước này,1
"Đm Ad, mày ngon kéo ra đó mà bve ngồi sủa phỏng có ích gì",1
Nguyễn Quang Huy thăng l nào chế cái này @@,1
trong khi tao đang đau đầu vì nợ nần thì chúng mày chỉ nghỉ đến việc đit nhau thôi à,1
Dị ứng với thằng cha này quá,1
Clm @@@,1
Bố đéo rảnh tiếp chuyện vs acc clone,0
Muốn gớt nước mắt,0
"Mấy a 3/ bên đó mà dính bệnh xác định chết cmnl vì méo thể dc ưu tiên ,dân chả nó còn chết huống hồ gì dân ăn bám",1
Cái địt cụ nhà chúng nó ? Việt nam nhiều giáo sư tiến sỹ nhất thế giới mà chẳng thằng lồn nào hiểu chất độc nó là cái gì??? Bọn bú lồn ăn tục nói phét thôi,1
Làm ăn như cc,0
Cuộc sống đâu pải nỗ lực là đủ,0
Da bao dung nghe cs noi !!!,1
"Ngu thì chết, đâu phải ko có suy nghĩ đúng sai, chỉ do ko có ý thức.",0
Đéo có kicm vao cay view ae oi,0
Gay to vl :))),0
"Ủa thế bác dần của tui có nằm vùng bên đó k kk,🇻🇳♥️♥️♥️♥️",0
Quá trời cái,0
Đừng so sánh 2 thầy ngu,1
Ba con hot cut'vao ma an nhe',1
"Nguyễn Trọng Thái Ý đợi ở đây là bạn chỉ dành thời gian để tán 1 đứa bắt bạn đợi, thời gian đó bạn có thể tán vài đứa khác nữa hiểu hông.?",0
"Cô cứ ""cứu nhân độ thế đi"" tụi con theo cô, quân bây đâu theo tao :)))))))",0
ra biển team up xem có mở rộng nuôi tôm ngoài đó được k đó mà,0
Tẩy chai các sản phẩm của Tân Hiệp Phát..,0
vừa hôm trc nhận bằng khen Teacher of the Year của Bộ GD 💙 Yêu Thầy,0
Chấp gì thằng thiểu năng đó Trần Ngọc Giàu ơi,1
Thôi xong ăn lol rồi,1
Tại sao những đứa như này lại tồn tại trong khi những người tốt thì lại bị tan nạn & mất mạng vì lũ lụt mà méo do thiên tai gây ra nhể ???,1
thầy đẹp trai quá mấy đứa,0
Ý thức NCC @@,1
Kiếm lấy con hàng xoa bóp chứ =)),0
"Mình đừng nói xạo nói láo nv chị k thích z , vì chị là chúa nói xạo rồi",1
:)) mày biết tại sao k thằng ngu vì đứng đấy ngăn ngừa phòng chống hiệu quả nhất cái loại ngu dốt như mày nên học lại đi đã k hiểu ý người khác đã vào cmt người ta chửi cho nhục mặt lắm thân ^^ còn tao chưa nói gì là văn hoá hay k văn hoá tao đang muốn nói ý thức của các ông say rượu khi tham gia giao thông,1
Kể ra ví mặt con này với con Linh cẩu ăn xác thối ở châu Phi cũng là xúc phạm linh cẩu .Nhưng thấy nó cũng giống thật .Tên em là Linh Cẩu không phải cá lóc nha,1
Trung gì đây mấy cha :)),0
Anh em Bắc mà bớ được thì được đập mặt xây lại là ít,1
Uây giống nhau như hai giọt nước luôn 💧,0
cô này chỉ có chết mới hết gào thét,1
"Bà này trùm chăn dắt mấy đứa ăn xin ở khu hồ con rùa đó, ca ra hốt thì nó chống",1
ghét nhất bọn nhà báo giật tít.,1
Phát Thịnh thầy tui như thằng xì ke.,1
rút con kẹc. rút rút quài,1
Lợi Nguyễn lâu thì lâu tại nó chém gió nói 10 năm cho ng ta chửi xl,1
ngứa bà cẹt ghê 😌,1
Chất khỏi nói,0
Góp vui một tí :3,0
Chặt cái đầu heo nó xuống,0
Mất trinh =)))),1
Phát biểu nguu vãi,1
và mê chim mê dzú đặc biệt ít quan tâm chính trị vận mệnh quốc gia,1
Châu la gi cua chi vay,0
bá dơ quá a be ơi 3,0
"Trông khổ vãi đái, mong bác quay về với tổ quốc 😢",1
Đume lấy tiền đô đi đường quyền nó cô 💵💵💵,1
Hoặc do xe vinfast dễ gây tai nạn cho các xe khác khi cùng lưu thông; Hoặc chính quyền dùng quyền lực xoá lợi ích người dân để phục vụ cho lợi ích nhóm?,1
Edit sợ thế =)),0
Ăn cướp trắng trợn,0
"Ở indonesia đã có tàu điện ngầm rồi, ở Đông Lào đợi mãi không có",0
Má nó mới chết mà nó tạo nghiệp ghê thiệt.,1
Thuốc lào đếy :))),0
Chị ấy đúng là người vừa có tiền lại không có não. Nhà nước nên lập danh sách gửi cho hàng không cấm vận những ng đang trong thời gian cách ly để họ không di chuyển khỏi khu vực cách ly nhỉ. Và nên sử phạt thật nặng những trường hợp ntn lần sau khỏi tái phạm nữa,1
Nguyễn Trọng Hiệp Đm óc cức à bạn trẻ...,1
Dạng háng chứ đâu,1
Thầy ba quang game ghê quá...ra là chết đầu,0
Bài này không hay,0
Video thật là hay :)),0
Chị thích không độc số tài khoản em chuyễn thẳng 10.000 USD tặng chị ăn sáng nè... sao lol phếc ra,1
Cô thấy cưng dễ thương quá iu cô,0
Đầu óc lão này có vấn đề kiểu gì ấy,1
Ngó mệt,0
Nó bán hàng giả đó mọi người. Mình bị rồi nè.,0
Mấy thánh bắt ng vi phạm ntn là các thánh cũng có hành vi vi phạm bất thường rồi nhé..đứng kiểu a hùng núp tnày thì chắc chắn bắt láo mà k có kế hoạch r.,1
Nhớ sinh nhật bố mẹ ng thân trc đi đã r đến ny =)) lại còn nyc cơ mới chịu,0
Chị ba chắc còn trinh trâu hahaha,1
ở Việt Nam,0
Em sẽ đến đơm cái lỗ nhị thầy đêm giáng sinh🙃,1
­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­ thầy t ăn mặn quá vậy :v,1
Uong nhieu vi di..no hai..cho..cai..than..toan thuoc..tw..ko,0
Mọe,0
"Nghèo mà má cô làm sao có 100 cây vàng, mà ẹ có 100 cây vàng thì sao cô nghèo ~~",0
Th Lào làm gì có biển nhie,1
Gia cát bị đồng bóng à,1
Nguyễn Thanh Tú chăm học vào,0
"1 lũ đu càng,tụt quần,liếm đít giờ đang chửi cs bán nước :))",1
Má thuộc loại nhiều chuyện. Trai không ra trai.gai không ra gái.ma bay đặt lên làm live chim ma.,1
Con đỉ chó xl này nó ở vn nó chết me lien,1
🙏🙏🙏,0
"Nói thì hay, n lúc thực hiện thì chán vãi lồng.",1
Quỳnh Trang em chồng Tăng Thanh Hà,0
Vũ Văn Hiệp học trò như đách lồn :)),1
Cái đứa đăng bài này ngu v~ chưởng :)))) ( cả cái đứa share bài này nữa),1
Tẩy cmn chay ngay và luôn cái dn khốn nạn và bọn toà án ăn hùa,1
vcl haha,1
Phước Hữu anh thì double ngon dồiiiii,0
Xao lon qua,1
Lũ chó lãnh đạo Đcs,1
"bọn dlv hài thật =)) D*t me thằng ăn thuế của dân mà sống thì giúp dân là chuyện đương nhiên và lẽ đương nhiên chúng ta vẫn kính trọng họ , còn người ko ăn thuế , nộp thuế lại tự bỏ tiền túi ra giúp dân thì chúng nó chửi như chó, chúng nó chỉ làm xấu đi hình ảnh người chiến sĩ của chúng nó mà thôi",1
Ae cùng ông nội khác cha,0
đất nước thối nát,1
e đang thất nghiệp nghe dlv đồn 200k 300k gì e đi quằng cả tháng nay mà đéo thấy ai kêu nên thất nghiệp tiếp,0
K thể nói ra rằng tôi đag rất k ổn...😓,0
T nghe kể rồi đây là chuyện ma mà mỗi lần t đi qua trường mần non lại nghe tụi nhỏ hát bài bắc kim thang uii sợ vãi lz,1
Ai biết tên nhạc cho xin,0
Đc đấy abe,0
"Thực dân pháp rất ác đè đầu cởi cổ thu trăm thư thuế, bây giờ dân tự nguyện đóng nghìn thứ thuế",1
xuất khẩu gạo còn bị trả về vì vượt mức an toàn thì làm ăn j nữa,1
Nhìn như con điếm vậy :)),1
"Thực ra cảnh sát HK rất hiền và biết Luật, họ không bao giờ đàn áp nhân dân,chỉ bọn côn đồ mang danh công an của bọn cẩu backinh là bọn vừa quái thai vừa mất dạy để bảo vệ chế độ của chúng, bọn công an nó đàn áp nhân dân HK Xong giờ nó rút về backinh nhận tiền rồi",1
Thằng nào mạnh chẳng muốn ăn thằng khác. VN lúc có quân đội mạnh tí nữa thì nuốt đc thằng Cam kìa :)),1
28:03 cô đang tính nói thêm cái LKC cắt ngang nên mặt cô quạo haha,0
Huỷ lễ tang mẹ m à,1
xã hội vn thối nát rồi... bây h chúng nó chỉ mong vơ vét của dân cho nhiều rồi chuồn ra nước ngoài thôi.. phải có một hồ chủ tịch thứ hai,1
Thầy... vụ này sao thầy,0
vâng ơn đoảng ơn boác xd,1
- giờ chuyện đó là bt chó giờ nhiều lắm 19,1
tao cũng đéo tin 😂,1
2 cái lỗ mũi to zậy mà vẫn thấy ngột ngạt là sao nhỉ🙄🙄,1
Tùng sói said: Đưa ông già về quê chơi mấy hôm,0
"Hot girl ống tinh đi, nghe vui tai hơn",1
Đéo còn gì để nói ;(,0
chẳng phải thiên đường người ta di chuyển bằng cách cưỡi mây hay sao ? lẽ ra họ chỉ xây cầu bằng xốp thôi.... nhưng vì lương tâm của người kongsan nên họ cho vào thêm bê tông và ít cốt thép đấy ! bà con ở thiên đường cứ học cái tính càm ràm vớ vẫn của bọn giãy chết !,1
khổ thân cmt ko ai like cho lên top,0
lạy tụi bán sim. méo biết nhục là gì nữa trời. ăn rồi bị họ chửi rủa như chó mà cũng lầy hoài. chả biết ai mua không mà cứ dai như đĩa đói -_-,1
Thôi a im mẹ mồm đi :V,1
Khỏi đi để cháu còn đi học,0
mải thao 🤣,0
Chi nay dep sang,0
Nhưng gọi biệt danh thôi đừng kèm tên bố mẹ!,0
Dm lũ quan tham bán nước.,1
Cái cuộc chiến nồi da nấu thịt thì tự hào rồi nhồi nhét bao thế hệ. Còn cái bọn trung cộng nó xua cả triệu quân xuống tàn sát đồng bào thì mấy dòng qua loa.,1
Câm mồm k thằng ml này,1
Nhạ ngọng. Học sinh thi trường lào là đỗ trường ý,0
Con yên tâm bố cũng hòm hòm 7-8 triệu/tháng thôi nhưng vẫn lo được 2 bữa tôm hùm 1 bữa cua alaska cho con đều được :v,0
Già mà non quá aba,1
" Tui coi lại cuốn du típ (yotube) tiếc ziêng là tui cũng cách ly oan toàn, nhìn mặt tui vầy phố Bolsa cũng thấy rồi ",0
Nứng qá abe ơi :)),1
Cái con Hoàng Lệ làm j dc j cho đồng bào mà lên tiếng! Ng ta làm việc tốt ko ai trả lương! Dù có động cơ j chăng nữa cũng chưa đến lượt mày lên tiếng! Cái loại ngồi Một chỗ phán xét người khác! Ăn hại,1
Trinh Tú Hà Võ cánh hoa nè 🤣,0
Ông Vũ Hoàng Lân troll ông Trần Dần hoài hehe,0
Khi bạn đang ngủ thì bị gọi dậy đi ì ven,0
Sạo lol quá,1
Bị lừa còn gì. Rõ ràng cái th lamg bằng bảo làm bằng phôi thật k ai phát hiện đc,0
Kiện chết mẹ nhà nó cho nó đi tù 12 năm đi bồi thường thuêtj hại cho cả khu,1
Hôm nay bỏ liêm xỉ ra xin 1 like AVATAR ạ !!,0
Lan Vi quả này mưa rào r :)),0
Nghe thì vô sinh nhưng lại rất hiếm muộn :))),0
mong con mày không ngu như mày,1
"chắc lão đại biểu này ít đọc báo nên hơi bị mù thông tin, bây giờ ra đường gặp trẻ trâu thì bị đấm lúc nào éo biết nhé",1
Này Trần dần già sắp chết rồi nói bậy nói láo tuổi con cháu khinh thường cho,1
ko biet chính quyền đang làm cái j như vụ một thanh niên (thôi) xông vào ngân hàng cướp thì có tới trăm cảnh sát bao vây chi v troi ô nao cug muốn ở phưởng cơ quan có ô nào muốn lò mặt ra ngoài để điều tra đâu mà có chắc cug phải cả tháng cả năm cảm thấy xấu hổ vs nhung khách du lịch tới Việt Nam mình,1
"Họ coi trọng cái sĩ của họ , thực ra nó là sĩ diện , còn thực tế họ là lu ăn cháo đá bát , thuong cảm cho họ , có não cũng nhu không",1
"Em nó vào tù chỉ vì ngu mà chết. Chúng nó ở Mẽo nhận đc gói tiền to to, ném tiền về với gói nhỏ nhỏ, đến lúc em này đc nhận chỉ là 200k và tù. Ngu chưa con",1
Mẹ cái thằng não chó.... dân ta nghèo mới mới làm vậy! Địt mẹ mày biết cái lồn gì mà phán? Pape ngày càng xàm lồn,1
Dân chống nhưng quan chức không chống,0
Ăn nói toàn tục tiểu,0
Không biết sử dụng bình cứu hoả thì đừng đắng vớ vẩn ad ơi.,0
nhanh chóng vãi lồng ! cá chết 3 tuần mới xách đít đi lấy mẫu !,1
Ae 3/// cố gắng ở trong nhà tránh dịch nha. Chết nó chôn tập thể đó. 3/// mà chết hết thì ko có ai ăn cứt cho mỹ đâu.,1
Bình Thị Thanh Nguyễn sờ tai quần què gì vậy :vv,1
nhìn nứng gkê ak abe ơi!!!,1
Ayane Harukana.,0
"“Nghe nói em đẹp tự nhiên không có sửa ha” Ừ thì em có sửa gì đâu, em chỉ niềng răng thôi, còn muốn biết niềng ở đâu xịn thì vô đây, link nè:",0
Lầy's Suspi's,0
về 572 gia định mà đòi đất ....kkkkkk..già mà ngu vl,1
"Thang cc nao ma chang the dc,",1
Lx má cười ỉa :))),1
Du ma  may nha . May ve day tao dap ma may ko ra,1
Đầu ốc tôm nên nói ra không có lời nào nghe được . phụ nữ Việt Nam không có người nào phát ngôn như vậy thật ghê tởm,1
"Huyền Khánh Phùng thuyền thì đến bến lại chìm , c thì đến đít k kìm được đâu",1
bất biến :)),0
ăn bận như cac họ,1
Lãnh Thần ơ duma:>,0
Ae có link chính của tiên tri zũ trụ trần dần,0
Đỉ nhân 3.14,1
"Cc gì zậy ô già , để cho mấy đứa nó ngủ coi 😳😳",1
Cặc,1
Style khoe cu của mấy anh biến thái à 🙃,1
Vương Thị Ly nghe a Độ chia sẻ bí kíp để có bộ tóc đẹp l lộn kìa :)))),0
Mất thì lập qua nổi tiếng để làm gì 😞,0
Tien Loc Truong l** ấy bạn,1
Con mẹ mày. Nói mày là chó thì tội con chó. Mày còn thua con chó nữa tịp à,1
"Hieu Nguyen họ bùi ăn hết của ông nội m hả , đụ mẹ m lôi vào nói chung chung ý thức của m cũng như cc",1
Nhìn mặt cô bé phóng viên như thể sắp bợp cho ngài Lãnh đạo 1 tai cho chừa ngu người..,1
cuop ngay benh cuop dem ma.be lu no phai benh lan nhau la phai rui,0
Mày đéo xứng đáng làm người dân nam định,1
Linh Hoàng trong không gian thật tiên lãng hút thuốc lào nghệ an :v nhạc hay nhạc hay :v,0
Quảng cáo lộ liễu quá 😁😁,0
Sẵn đây e nói lun. Hôm bữa e có nhặt được cộng lông ở nhà nghỉ ac nào đánh rơi thì tìm e e cho xin lại 😁,1
Bê Lol chạy xung quanh.,0
Nhìn mặt sáng sủa thế ko biết tối thì sao nhỉ. Và cái kết,0
Hay ho con cặc j mà tối ngày đụ với chả địt,1
Truong Anh nghĩ lại vụ đó thấy tội bác lái container vãi đéo làm sai cũng bị phạt chỉ có thể là VN phiên tòa như show hài,1
Ba nay nge noi bu cu chau ba ne,1
"Vài bữa mà ho như chó sửa, thì bắn mày luôn nha.",1
Cho chết mẹ nó cái đám bò đỏ đần độn,1
Clear hương bia tắm không biết sạch không nhưng hơi say,0
Quốc tịch VN nhưng sống ở Anh có nghĩa là sang anh sinh sống 1 tgian sau khi nhiễm bệnh thì về VN :)),0
Anh Minh chậm cái con cặc,1
bản chất phong kiến vẫn thấm sâu vào con ng việt,1
Nhok Lầy địt mẹ trên mạng thì gáy khét vãi l em ạ =)) ra đường câm như con chó,1
Chúc hiệp và hiền hạnh phúc và vượt qua thắng trầm của cuộc sống nhé :)),0
Cln lồn này xàm lồn,1
"Nhà tiên tri hay đấy, ông có thêm 1 phiếu về VN chơi nhé 👌",0
Thằng nào nói láo cả nhà nó chết.,1
Chắc  nó  bán  ế  nên  tạo  phốt  để  kéo  lại,0
Cái bệnh tâm thần phân liệt thể hoang tưởng tiến triển ngày càng nặng.,0
Admin ban bỏ những thằng câu like chúc năm mới giúp với. Dị ứng bọn này vl,1
Ai biết mimosa là ai không ạ :))),0
Sao tao phải trả tiền mạng để đọc mấy cái tin tức lol này vậy.quang hải là thằng nào mà quan tâm vcc vậy.nó đi ỉa giờ nào chắc cũng đăng báo,1
thầy nhớ mang vinh quang về - nghệ sĩ hài hước clm,1
Guk,0
Rất thuyết phục 😂😂😂😂,0
Đẹp thầy ơi,0
nứng chưa ae,1
Ngọc Hiềnn buồn thật sự!,0
Ủa có mở cửa khẩu hay kh thì mấy ng tự ý thức trước đi chứ ngang ngược trách bên trên mãi v,0
Đừng so sánh 2 thầy ngu,1
tao còn đang mong kỷ luật bỏ mẹ lên đây,0
E trsi làm cái cằm nhọn quá,0
Đê nghi há mồm ra kiểm tra,0
"Dm tao còn nhớ lần t đi thi học sinh giỏi lớp 9 môn vật lý mẹ t nấu chè độ cho t ăn , sáng đi thi vui vẻ vào thấy đề dễ làm nhưng mỗi tội mẹ tao nấu độ đen chúng m ạ , nên t làm bài được hết nhưng câu ngu nhất vẫn là 7×7 = 14 đm nhục vl",1
Mặc kiểu này là tao cá ổng vừa ỉa xong . Đéo thể khác được,1
"từ dịch này thấy ý thức người nhật xăng đổ nửa bình, nhưng giấy vệ sinh không thể thiếu. không hy sinh bản thân để cứu người khác, nhưng dính dịch thì kéo nhiều người dính theo.",1
:)) dân Việt xây lên chứ đéo ai mà sủa :)) khéo khi có cả bố mẹ m làm ở đấy =)) đhs có cả cái page chửi =)) mấy thằng mày lo đi mà học đi,1
Đc ván hay ông giáo gáy khét vc=)) 🥰,1
Thân hình phụ huynh gương mặt học sinh,1
Lê Danh Đoàn dkm :v,0
Nhung Phạm giống mình đi kh quen nghe mùi máy lạnh là ói sml,1
Chúng nó soi mói từ ca si đi đái..ngủ gật..lộ vếu..còn tin quan trọng thì đéo dám đưa tin..truyền thông toàn bọn báo lá cải,1
Gia Minh thầy bị camp chứ đánh lủng cc đâu petland quăng mạnh vcl ra ấy :)),1
Cô ba cọ lông lồn chứ mình cạo bàn thời nhà nó luôn,1
thôi anh im mẹ mồm đi nói nhiều quá,1
Cho Chừa,0
Con yêu nghiệt ở đâu trồi lên dậy,1
Và ĐM chúng nó sáng chế toàn nông dân,1
"Từ ngày Chung lên thay Nhanh , xong Chung cho Nhanh xập nguồn, thương anh quá, ngu đoé gì mà ngu thế đào tạo đệ tử cũng cần cái ,chí ít ra cũng phải chết thì cũng xin thế cho sư phụ chứ lỵ. Cứ hoang mang mãi, đến vụ Đồng Tâm anh Chung đường hoàng thế hoá ra chỉ là anh cahs. Tin anh ấy nhá bà con hết cửa , thật đấy",1
Kết bạn zalo với mình nha 0834142839,0
Như cl luôn =)),0
"Anh giỏi a có đầu óc kiếm tiền giỏi ra sao tôi không cần biết nhưng tôi thấy ý thức a thua cả học sinh lớp 5. Nói ý thức kém thì thấy không đúng cho lắm, phải nói a không có ý thức mới đúng.",1
đm thầy🙂,1
"Huỳnh Hòa ông Quang phông bạt vào đây tán con Thốn mặt lằm rõ ràng kìa bạn, giờ sao? Chơi hay nghỉ? Ks thế lồn nào lại dc với ca sĩ đây :'(",1
Sức công phá huỷ diệt của mèo Tom :)),0
Chuẩn. Có nhiều người giỏi cào lồn ăn vạ lắm :))),1
"Võ Hồng Gấm rồi mấy đó tiếp xúc với thêm nhiều người khác nữa á,nghe mà ớn lạnh,cầu mong cho đừng ai nhiễm nữa,k ở quê làm rần rần riết chị muốn bệnh lun á",0
Cô ơi cô có dòng họ vs Hồ Xuân Hương không cô:)) cô nói gì 1 tỉ không bằng vải chùi âm đạo của cô hả 😂 vậy trước tiên thì cô thay lại cái áo của mình đi nghe cô😂 dù sang cở nào thì cái áo là nó làm mất hình tượng hết đó cô ơi 😂...,1
"Một đám dlv tư chịch vs nhau, tởm vkl",1
K cần xử bắn. Để từ từ k chữa bệnh cho nó chết thấm với bệnh luôn,1
Tết này chắc không có nồi thịt heo kho rồi,0
Nhật Hạ về đồn của e à,0
Thanks mixigaminh,0
Cho hỏi nhỏ tý ạ_Trần Hồng Hà làm kinh tế giỏi như anh Chung không nhỉ?,0
Co ba lon ve khi du no banh xac,1
Run men house,0
Cho e xin fb chổ chi làm chi đẹp nha chi hieu,0
Đm tố chất,0
Nhiều cái nói kh thuyết phục lắm nhưng lần này độ đã nói khá thuyết phục đối với bản thân tôi :)),0
Sau khi ông này khỏi bệnh nên cho đi khám não,1
Truyền Thái Y chưa mấy đứa >.< thầy còn bệnh nè,0
"Thanh minh cho Trần Dần, Trần Dần không bị mắc covid 19 đâu, bác sĩ chuyên chữa bệnh thần kinh, kết luận, Trần Dần chỉ mắc bệnh tâm thần thôi, bệnh này hay ăn nói linh tinh bừa bãi, bậy bạ lắm,",1
Mỗi khi anh độ chửi bậy nó sẽ giật... Sau khi giật xong anh độ sẽ đập nó xuống bàn và chửi đitconmemay giật cailon :),1
lại thêm loại khùng,0
Đã tym and chia sẽ ❤️,0
Vũ Văn Hiệp học trò như đách lồn :)),1
Con hơn cha là nhà có nóc😂,0
Vl :v,0
Bui Hoang hay anh ơi,0
nhạt vl,1
Hay quá,0
Có cái cc cái gì cũng vịn vào khoảng cách :)),0
Nguyễn Văn Huân sống chậm làm đéo j,0
Chửi ý nghĩa đấy nhưng đéo xoay chuyển đc j>>>Khi nào dân đéo ngán nữa thì ắt có mùa xuân,0
"Trần Đoàn nhìn cũng đẹp, nếu bán quần áo, lai-chym thử đồ, bán sẽ đắc hàng, chứ bán nước hoa hơi khó bán, nhưng được cái lời nhiều như bán mỹ phẩm. Thà lời ít bán nhiều, ăn ngon hơn lời nhiều mà bán ít nhá ^^~",0
phục cái máu lồn,1
Hài vcl. Buồn mà xem video của Thầy là muốn tự tử :)),1
Kiếp bóng gió sống được lâu năm mà sao ko giữ được cái nết vậy...,1
Trần Lê Minh Hùng :))))),0
tem thi tốt nhé mấy anh,0
Chào thầy ba girl😌nứng vcl,1
Có thêm vài người như nhung thì toang.,1
chủ 3 tiệm bánh mì a ưi🤣🤣,0
"Bác nào like em thì qua xem face con sinh vật kì bí ở trên biết nhé, nó cũng quyên góp nhưng ko bằng nên ghen ăn tức ở thôi, thứ rác rưỡi, dù sao anh ấy cũng làm được khối điều các quan chức Việt Nam chưa làm được, có bác nào dám đến tâm vùng lũ sớm như anh ấy ko ?",1
10 đời chồng từ 17:17 cho ai cần :)),0
cái deo gig thế này :vv,1
"lần đầu tiên trong đời đọc 1 bài văn, bài giới thiệu, cũng là cái điều lệ nó tục tĩu 1 cách nhân văn đến như thế, xin lỗi chứ đm ad viết hay lắm, tham gia page luôn :v",1
Chúng bắt đầu cho báo chí đổ tại người dân dọn nhà đón Tết gây ra ô nhiễm kìa,0
Ngoài những giáo án xịn sò thì đây là những gì anh em ta sẽ tiếp thu được từ thầy. Cám ơn thầy và xin đuỵt mọe thầy =))),1
A3 bị chúng lời nguyền rùi,0
Ám ảnh vl,1
"Ngày xưa, khi giấy vệ sinh chưa phổ biến thì mỗi gia đình đều thấm nhuần tư tưởng đảng mỗi ngày. Ngày nay, khi giấy vệ sinh quá phổ biến, nhiều mẫu mã, giá cả phải chăng, mềm mại chất lượng hơn hẳn thì đại đa số dân chúng trở nên lệch lạc tư tưởng chính trị",1
Việt Hải chuẩn,0
giống con cặc🤣🤣,1
Nghe thế thôii làm theo mấtt hếttt =))),0
:))) coi xem fb r khẩu nghiệp,0
khi dân ta ảo tưởng :3,1
Duy Anh Pham dm,1
Sau mà hổn hào quá sau mày lại phân biệt chủng tộc .mày quá đáng rồi linh oi,1
May k mất tết :)))),0
Chỉ có bắn chết mấy đứa mà cứ hâm mộ Hàn quốc,1
Động cơ quyên góp tiền là gì?,0
Đêm nào e cũng xem liếp của chị hết . hình chị có  hậu và đẹp  lắm chị ah,0
@Hung Nguyen nhân dân VN tức là cờ đỏ. Còn đám cờ vàng là lũ súc vật lưu vong. Hiểu hông?,1
reaction thầy ơi,0
👍👍👍👍,0
Hiếu Lư cmm,1
Tôi thấy con Karathen vs đàn quái Trench trong Aquaman quẩy ở đây 😂😂,0
Em oi ..con Linh Dai Loan no´co´nhô? lông dai´cua em chua ma em lai lên Xi`Gon`kiêm´no´con nua?..lam`nhu em co bao nhiêu vang`lây ra deo hêt´hay sao vây ???..dzom`giông vang gia?..nhin den thui`lui`ha`..nêu´la vang thiêt thi no se sang´loe`luôn ah em oi cho anh noi nghe ne..em quên cai con Linh Dai Loan di ..no´noi bon CSVN an cut´cua no nêu´ma no ngung goi tiên USD ve thôi..chu no không co noi em an cut´cua no..em co biet Miên Tây bây gio bi nuoc man va khô han khong ne ???..bon Trung Quôc no ngan dong`chây? cua sông Me Kông rôi...dân mien Tay se chet doi´het..em chui? thang Trung Quoc dum anh di em...em dzam chui? khong ne ??..anh so bn Trung công no´den nha em no nhô? sach lông dai´cua em do nha,1
Clm t lạy =))),1
Thầy ba cũng có 1 captain,0
giàu mà ý thức như cái đầu cac :),1
Loại này phải,0
Nhìn mặt đã thấy chán mà còn 2 nhiệm kì thì chán con mẹ nó luôn rui,1
Biến lun cho đẹp bầu trời. Tui qá mệt mõi rồi,0
"Uầy, được anh ơi. Cứ như ngồi cạnh thằng Tùng ấy nhờ. K có đcm luôn. Nghe cứ điếm vãi cả nồi ấy.",1
ko lai trym à anh,1
Chi noi chuyên vui quá,0
Cái thằng minh râu dâm dục chuyên ấu dâm các em thiếu nhi còn làm được cha già vĩ đại của mấy em bò đỏ thì nói chi đến mấy thằng bị tâm thần.,1
Dương Hoàng xin link để đạp vào mõm chúng nó bạn,1
Cũng hên vãiiiiiii 😆,0
có thẻ rút kinh nghiệm mà lo gì,0
Một thanh niên rảnh lol cho hay. Dkm nhà mày nó có tiền nó có của nó muốn làm sao nó làm nó ko bỏ ra 500tr nó quyên góp nó kêu gọi quyên góp thì lấy lol đâu ra ng quyên góp thiết nghĩ mày kêu gọi quyên góp thì chắc đk đồng lol nào mà phán loại mày nổi tiếng như nó chắc j đã cho dân đk đồng lol nào . Nên đã ko có cho thì đừng đáp cứt hội đồng rảnh lol,1
Nó triết lý lắm nhưng từ ngữ lại ứ thể share được,0
